wall_ms,elapsed_rt_ms,kind,detail
1789421596716,991941563,hb,"recorder=1;since_fix_ms=728;fixes_this_process=1561;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421601722,991946568,hb,"recorder=1;since_fix_ms=730;fixes_this_process=1566;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421606730,991951576,hb,"recorder=1;since_fix_ms=740;fixes_this_process=1571;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421611741,991956588,hb,"recorder=1;since_fix_ms=748;fixes_this_process=1576;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421616746,991961593,hb,"recorder=1;since_fix_ms=756;fixes_this_process=1581;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421621754,991966601,hb,"recorder=1;since_fix_ms=765;fixes_this_process=1586;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421626763,991971610,hb,"recorder=1;since_fix_ms=764;fixes_this_process=1591;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421631769,991976615,hb,"recorder=1;since_fix_ms=771;fixes_this_process=1596;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421636776,991981622,hb,"recorder=1;since_fix_ms=788;fixes_this_process=1601;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421641790,991986637,hb,"recorder=1;since_fix_ms=796;fixes_this_process=1606;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421646796,991991643,hb,"recorder=1;since_fix_ms=801;fixes_this_process=1611;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421651803,991996650,hb,"recorder=1;since_fix_ms=804;fixes_this_process=1616;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421656817,992001663,hb,"recorder=1;since_fix_ms=823;fixes_this_process=1621;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421661822,992006669,hb,"recorder=1;since_fix_ms=832;fixes_this_process=1626;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421666830,992011677,hb,"recorder=1;since_fix_ms=840;fixes_this_process=1631;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421671842,992016689,hb,"recorder=1;since_fix_ms=851;fixes_this_process=1636;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421676850,992021696,hb,"recorder=1;since_fix_ms=862;fixes_this_process=1641;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421681857,992026704,hb,"recorder=1;since_fix_ms=867;fixes_this_process=1646;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421686869,992031715,hb,"recorder=1;since_fix_ms=880;fixes_this_process=1651;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421691878,992036724,hb,"recorder=1;since_fix_ms=888;fixes_this_process=1656;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421696886,992041733,hb,"recorder=1;since_fix_ms=897;fixes_this_process=1661;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421701898,992046744,hb,"recorder=1;since_fix_ms=904;fixes_this_process=1666;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421706905,992051752,hb,"recorder=1;since_fix_ms=910;fixes_this_process=1671;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421711913,992056759,hb,"recorder=1;since_fix_ms=918;fixes_this_process=1676;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421716925,992061771,hb,"recorder=1;since_fix_ms=934;fixes_this_process=1681;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421721933,992066780,hb,"recorder=1;since_fix_ms=943;fixes_this_process=1686;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421726942,992071788,hb,"recorder=1;since_fix_ms=951;fixes_this_process=1691;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421731956,992076802,hb,"recorder=1;since_fix_ms=961;fixes_this_process=1696;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421736964,992081810,hb,"recorder=1;since_fix_ms=972;fixes_this_process=1701;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421741972,992086819,hb,"recorder=1;since_fix_ms=974;fixes_this_process=1706;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421746984,992091830,hb,"recorder=1;since_fix_ms=989;fixes_this_process=1711;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=87;charging=0;music=0;location_on=1"
1789421751989,992096835,hb,"recorder=1;since_fix_ms=998;fixes_this_process=1716;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421756991,992101837,hb,"recorder=1;since_fix_ms=2;fixes_this_process=1722;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421761994,992106840,hb,"recorder=1;since_fix_ms=1;fixes_this_process=1727;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421767000,992111847,hb,"recorder=1;since_fix_ms=12;fixes_this_process=1732;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421772004,992116850,hb,"recorder=1;since_fix_ms=7;fixes_this_process=1737;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421777008,992121854,hb,"recorder=1;since_fix_ms=17;fixes_this_process=1742;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421782013,992126859,hb,"recorder=1;since_fix_ms=23;fixes_this_process=1747;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421787020,992131867,hb,"recorder=1;since_fix_ms=31;fixes_this_process=1752;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421792029,992136876,hb,"recorder=1;since_fix_ms=40;fixes_this_process=1757;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421797037,992141884,hb,"recorder=1;since_fix_ms=47;fixes_this_process=1762;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421802045,992146891,hb,"recorder=1;since_fix_ms=53;fixes_this_process=1767;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421807053,992151900,hb,"recorder=1;since_fix_ms=60;fixes_this_process=1772;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421812061,992156908,hb,"recorder=1;since_fix_ms=71;fixes_this_process=1777;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421817069,992161915,hb,"recorder=1;since_fix_ms=79;fixes_this_process=1782;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421822081,992166928,hb,"recorder=1;since_fix_ms=90;fixes_this_process=1787;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421827089,992171936,hb,"recorder=1;since_fix_ms=99;fixes_this_process=1792;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421832097,992176944,hb,"recorder=1;since_fix_ms=108;fixes_this_process=1797;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421837108,992181955,hb,"recorder=1;since_fix_ms=118;fixes_this_process=1802;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421842117,992186963,hb,"recorder=1;since_fix_ms=126;fixes_this_process=1807;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421847123,992191969,hb,"recorder=1;since_fix_ms=135;fixes_this_process=1812;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421852139,992196985,hb,"recorder=1;since_fix_ms=148;fixes_this_process=1817;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421857143,992201990,hb,"recorder=1;since_fix_ms=153;fixes_this_process=1822;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421862152,992206998,hb,"recorder=1;since_fix_ms=163;fixes_this_process=1827;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421867163,992212009,hb,"recorder=1;since_fix_ms=175;fixes_this_process=1832;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421872171,992217017,hb,"recorder=1;since_fix_ms=181;fixes_this_process=1837;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421877179,992222026,hb,"recorder=1;since_fix_ms=190;fixes_this_process=1842;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421882194,992227040,hb,"recorder=1;since_fix_ms=197;fixes_this_process=1847;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421887201,992232048,hb,"recorder=1;since_fix_ms=207;fixes_this_process=1852;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421892209,992237056,hb,"recorder=1;since_fix_ms=219;fixes_this_process=1857;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421897222,992242069,hb,"recorder=1;since_fix_ms=233;fixes_this_process=1862;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421902230,992247077,hb,"recorder=1;since_fix_ms=241;fixes_this_process=1867;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421907239,992252086,hb,"recorder=1;since_fix_ms=246;fixes_this_process=1872;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421912248,992257095,hb,"recorder=1;since_fix_ms=260;fixes_this_process=1877;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421917251,992262098,hb,"recorder=1;since_fix_ms=263;fixes_this_process=1882;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421922257,992267103,hb,"recorder=1;since_fix_ms=267;fixes_this_process=1887;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421927270,992272117,hb,"recorder=1;since_fix_ms=281;fixes_this_process=1892;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421932279,992277125,hb,"recorder=1;since_fix_ms=289;fixes_this_process=1897;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421937285,992282132,hb,"recorder=1;since_fix_ms=295;fixes_this_process=1902;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421942298,992287144,hb,"recorder=1;since_fix_ms=304;fixes_this_process=1907;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421947306,992292152,hb,"recorder=1;since_fix_ms=316;fixes_this_process=1912;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421952315,992297161,hb,"recorder=1;since_fix_ms=324;fixes_this_process=1917;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421957326,992302172,hb,"recorder=1;since_fix_ms=336;fixes_this_process=1922;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421962334,992307181,hb,"recorder=1;since_fix_ms=341;fixes_this_process=1927;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421967344,992312190,hb,"recorder=1;since_fix_ms=353;fixes_this_process=1932;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421972357,992317204,hb,"recorder=1;since_fix_ms=367;fixes_this_process=1937;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421977366,992322213,hb,"recorder=1;since_fix_ms=376;fixes_this_process=1942;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421982375,992327221,hb,"recorder=1;since_fix_ms=385;fixes_this_process=1947;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421987388,992332235,hb,"recorder=1;since_fix_ms=396;fixes_this_process=1952;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421992396,992337243,hb,"recorder=1;since_fix_ms=406;fixes_this_process=1957;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789421997405,992342251,hb,"recorder=1;since_fix_ms=415;fixes_this_process=1962;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422002415,992347262,hb,"recorder=1;since_fix_ms=425;fixes_this_process=1967;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422007425,992352271,hb,"recorder=1;since_fix_ms=433;fixes_this_process=1972;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422012433,992357280,hb,"recorder=1;since_fix_ms=439;fixes_this_process=1977;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422017447,992362294,hb,"recorder=1;since_fix_ms=452;fixes_this_process=1982;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422022456,992367302,hb,"recorder=1;since_fix_ms=464;fixes_this_process=1987;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422027462,992372308,hb,"recorder=1;since_fix_ms=471;fixes_this_process=1992;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422032472,992377318,hb,"recorder=1;since_fix_ms=478;fixes_this_process=1997;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422037481,992382327,hb,"recorder=1;since_fix_ms=491;fixes_this_process=2002;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422042490,992387336,hb,"recorder=1;since_fix_ms=496;fixes_this_process=2007;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422047503,992392350,hb,"recorder=1;since_fix_ms=513;fixes_this_process=2012;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422052507,992397353,hb,"recorder=1;since_fix_ms=516;fixes_this_process=2017;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422057516,992402363,hb,"recorder=1;since_fix_ms=525;fixes_this_process=2022;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422062530,992407376,hb,"recorder=1;since_fix_ms=538;fixes_this_process=2027;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422067538,992412385,hb,"recorder=1;since_fix_ms=549;fixes_this_process=2032;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422072547,992417393,hb,"recorder=1;since_fix_ms=556;fixes_this_process=2037;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422077558,992422404,hb,"recorder=1;since_fix_ms=567;fixes_this_process=2042;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422082566,992427413,hb,"recorder=1;since_fix_ms=619;fixes_this_process=2047;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422087575,992432422,hb,"recorder=1;since_fix_ms=581;fixes_this_process=2052;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422092588,992437434,hb,"recorder=1;since_fix_ms=597;fixes_this_process=2057;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422097597,992442443,hb,"recorder=1;since_fix_ms=606;fixes_this_process=2062;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422102605,992447451,hb,"recorder=1;since_fix_ms=614;fixes_this_process=2067;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422107618,992452465,hb,"recorder=1;since_fix_ms=625;fixes_this_process=2072;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422112627,992457473,hb,"recorder=1;since_fix_ms=637;fixes_this_process=2077;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422117635,992462482,hb,"recorder=1;since_fix_ms=646;fixes_this_process=2082;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422122646,992467493,hb,"recorder=1;since_fix_ms=657;fixes_this_process=2087;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422127655,992472502,hb,"recorder=1;since_fix_ms=666;fixes_this_process=2092;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422132664,992477511,hb,"recorder=1;since_fix_ms=671;fixes_this_process=2097;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422137672,992482519,hb,"recorder=1;since_fix_ms=684;fixes_this_process=2102;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422142678,992487525,hb,"recorder=1;since_fix_ms=688;fixes_this_process=2107;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422147683,992492530,hb,"recorder=1;since_fix_ms=695;fixes_this_process=2112;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
1789422152693,992497539,hb,"recorder=1;since_fix_ms=699;fixes_this_process=2117;write_failures=0;screen_on=1;doze=0;battery_saver=0;unrestricted=1;bg_restricted=0;standby_bucket=5;thermal=0;battery_pct=86;charging=0;music=0;location_on=1"
